SPORT;TYPE;COMMUNE;NCOM;CAID_INS;CODE;LIEN_FICHE_DESCRIPTIVE;LIEN_PHOTOS;CATEGORIE;E;N
Football;Terrain de football C;BERNEX;6607;;6607.5.SA12;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6607-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6607-5.html;zone de sport;2494510.29;1114498.14
Football;Terrain de football D;BERNEX;6607;;6607.5.SA13;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6607-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6607-5.html;zone de sport;2494435.28;1114284.13
Pétanque;Terrain de pétanque;BERNEX;6607;;6607.5.SA14;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6607-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6607-5.html;zone de sport;2494468.28;1114418.14
Tennis;Courts de tennis;BERNEX;6607;;6607.6.SA15;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6607-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6607-6.html;court;2494466.28;1114228.13
Tennis;Courts de tennis;BERNEX;6607;;6607.6.SA16;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6607-6.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6607-6.html;court;2494509.28;1114265.13
Tir à feu;Stand de tir;BERNEX;6607;;6607.7.SA17;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6607-7.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6607-7.html;stand;2494717.28;1115561.18
Tir à l'arc;Stand de tir à l'arc;BERNEX;6607;;6607.8.SA18;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6607-8.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6607-8.html;stand;2495143.32;1117396.17
Tir à feu;Tir au canon;CAROUGE;6608;;6608.10.SA27;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-10.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-10.html;stand;2500068.47;1115125.21
Badminton;Salle de gymnastique;CAROUGE;6608;;6608.11.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500346.47;1115571.21
Basketball;Salle de gymnastique;CAROUGE;6608;;6608.11.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500346.47;1115571.21
Gymnastique;Salle de gymnastique;CAROUGE;6608;;6608.11.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500346.47;1115571.21
Handball;Salle de gymnastique;CAROUGE;6608;;6608.11.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500346.47;1115571.21
Tennis;Salle de gymnastique;CAROUGE;6608;;6608.11.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500346.47;1115571.21
Volley-ball;Salle de gymnastique;CAROUGE;6608;;6608.11.SA32;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500346.47;1115571.21
Danse;Salle de rythmique;CAROUGE;6608;;6608.11.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500367.47;1115547.21
Rythmique;Salle de rythmique;CAROUGE;6608;;6608.11.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500367.47;1115547.21
Taichi Chuan;Salle de rythmique;CAROUGE;6608;;6608.11.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500367.47;1115547.21
Yoga;Salle de rythmique;CAROUGE;6608;;6608.11.SA33;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-11.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-11.html;zone de sport;2500367.47;1115547.21
Football;Espace de jeux;CAROUGE;6608;;6608.13.SA40;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499920.45;1114590.26
Handball;Espace de jeux;CAROUGE;6608;;6608.13.SA40;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499920.45;1114590.26
Tennis;Espace de jeux;CAROUGE;6608;;6608.13.SA40;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499920.45;1114590.26
Badminton;Salle de gymnastique;CAROUGE;6608;;6608.13.SA38;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499878.44;1114559.26
Basketball;Salle de gymnastique;CAROUGE;6608;;6608.13.SA38;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499878.44;1114559.26
Gymnastique;Salle de gymnastique;CAROUGE;6608;;6608.13.SA38;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499878.44;1114559.26
Handball;Salle de gymnastique;CAROUGE;6608;;6608.13.SA38;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499878.44;1114559.26
Volley-ball;Salle de gymnastique;CAROUGE;6608;;6608.13.SA38;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499878.44;1114559.26
Rythmique;Salle de rythmique;CAROUGE;6608;;6608.13.SA39;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-13.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-13.html;zone de sport;2499863.44;1114567.26
Aïkido;Salle de judo;CAROUGE;6608;;6608.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499456.47;1115935.19
Judo;Salle de judo;CAROUGE;6608;;6608.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499456.47;1115935.19
Ju-Jitsu;Salle de judo;CAROUGE;6608;;6608.2.SA3;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499456.47;1115935.19
Rythmique;Salle de rythmique;CAROUGE;6608;;6608.2.SA2;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499460.47;1115957.19
Basketball;Salle de sports des Pervenches;CAROUGE;6608;;6608.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499455.47;1115917.19
Gymnastique;Salle de sports des Pervenches;CAROUGE;6608;;6608.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499455.47;1115917.19
Athlétisme;Pistes extérieures;CAROUGE;6608;;6608.15.SA44;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499428.71;1114723.50
Basketball;Salles de gymnastique;CAROUGE;6608;;6608.15.SA42;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499441.19;1114628.62
Football;Salles de gymnastique;CAROUGE;6608;;6608.15.SA42;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499441.19;1114628.62
Gymnastique;Salles de gymnastique;CAROUGE;6608;;6608.15.SA42;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499441.19;1114628.62
Handball;Salles de gymnastique;CAROUGE;6608;;6608.15.SA42;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499441.19;1114628.62
Tennis;Salles de gymnastique;CAROUGE;6608;;6608.15.SA42;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499441.19;1114628.62
Volley-ball;Salles de gymnastique;CAROUGE;6608;;6608.15.SA42;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499441.19;1114628.62
Basketball;Terrains extérieurs;CAROUGE;6608;;6608.15.SA43;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499422.22;1114702.03
Volley-ball;Terrains extérieurs;CAROUGE;6608;;6608.15.SA43;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-15.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-15.html;zone de sport;2499413.23;1114711.02
Handball;Salle de sports des Pervenches;CAROUGE;6608;;6608.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499455.47;1115917.19
Tennis;Salle de sports des Pervenches;CAROUGE;6608;;6608.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499455.47;1115917.19
Volley-ball;Salle de sports des Pervenches;CAROUGE;6608;;6608.2.SA1;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499455.47;1115917.19
Basketball;Terrain de basketball;CAROUGE;6608;;6608.2.SA37;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-2.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-2.html;centre sportif;2499483.47;1115932.19
Basketball;Salle de gymnastique;CAROUGE;6608;;6608.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-3.html;salle;2499602.47;1115646.20
Gymnastique;Salle de gymnastique;CAROUGE;6608;;6608.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-3.html;salle;2499602.47;1115646.20
Handball;Salle de gymnastique;CAROUGE;6608;;6608.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-3.html;salle;2499602.47;1115646.20
Tennis;Salle de gymnastique;CAROUGE;6608;;6608.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-3.html;salle;2499602.47;1115646.20
Volley-ball;Salle de gymnastique;CAROUGE;6608;;6608.3.SA4;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-3.html;salle;2499602.47;1115646.20
Lutte suisse;Salle de lutte;CAROUGE;6608;;6608.3.SA28;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-3.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-3.html;salle;2499627.47;1115647.20
Basketball;Agorespace;CAROUGE;6608;;6608.4.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500355.47;1115144.21
Football;Agorespace;CAROUGE;6608;;6608.4.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500355.47;1115144.21
Tennis;Agorespace;CAROUGE;6608;;6608.4.SA34;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500355.47;1115144.21
Badminton;Salles de gymnastique CO Pinchat;CAROUGE;6608;;6608.4.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500367.47;1115200.21
Basketball;Salles de gymnastique CO Pinchat;CAROUGE;6608;;6608.4.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500367.47;1115200.21
Gymnastique;Salles de gymnastique CO Pinchat;CAROUGE;6608;;6608.4.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500367.47;1115200.21
Handball;Salles de gymnastique CO Pinchat;CAROUGE;6608;;6608.4.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500367.47;1115200.21
Volley-ball;Salles de gymnastique CO Pinchat;CAROUGE;6608;;6608.4.SA5;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500367.47;1115200.21
Athlétisme;Terrain d'athlétisme;CAROUGE;6608;;6608.4.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500424.47;1115127.21
Course à pied;Terrain d'athlétisme;CAROUGE;6608;;6608.4.SA35;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-4.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-4.html;zone de sport;2500424.47;1115127.21
Tennis;Courts de tennis;CAROUGE;6608;;6608.5.SA10;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499353.45;1114791.22
Athlétisme;Installations d'athlétisme;CAROUGE;6608;;6608.5.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499328.45;1114771.22
Course à pied;Installations d'athlétisme;CAROUGE;6608;;6608.5.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499328.45;1114771.22
Saut en longueur;Installations d'athlétisme;CAROUGE;6608;;6608.5.SA36;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499328.45;1114771.22
Badminton;Salle de gymnastique (grande);CAROUGE;6608;;6608.5.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499276.45;1114719.22
Basketball;Salle de gymnastique (grande);CAROUGE;6608;;6608.5.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499276.45;1114719.22
Gymnastique;Salle de gymnastique (grande);CAROUGE;6608;;6608.5.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499276.45;1114719.22
Handball;Salle de gymnastique (grande);CAROUGE;6608;;6608.5.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499276.45;1114719.22
Tennis;Salle de gymnastique (grande);CAROUGE;6608;;6608.5.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499276.45;1114719.22
Unihockey;Salle de gymnastique (grande);CAROUGE;6608;;6608.5.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499276.45;1114719.22
Volley-ball;Salle de gymnastique (grande);CAROUGE;6608;;6608.5.SA9;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499276.45;1114719.22
Badminton;Salle de gymnastique 1/3;CAROUGE;6608;;6608.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499268.45;1114728.22
Basketball;Salle de gymnastique 1/3;CAROUGE;6608;;6608.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499268.45;1114728.22
Gymnastique;Salle de gymnastique 1/3;CAROUGE;6608;;6608.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499268.45;1114728.22
Handball;Salle de gymnastique 1/3;CAROUGE;6608;;6608.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499268.45;1114728.22
Tennis;Salle de gymnastique 1/3;CAROUGE;6608;;6608.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499268.45;1114728.22
Unihockey;Salle de gymnastique 1/3;CAROUGE;6608;;6608.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499268.45;1114728.22
Volley-ball;Salle de gymnastique 1/3;CAROUGE;6608;;6608.5.SA6;http://www.unige.ch/ses/geo/oum/service_sports/installations_pdf/6608-5.pdf;http://www.unige.ch/ses/geo/oum/service_sports/galleries/6608-5.html;zone de sport;2499268.45;1114728.22
